Academic_Year,County_Code,District_Code,School_Code,County_Name,District_Name,School_Name,District_Type,School_Type,Educational_Option_Type,NSLP_Provision_Status,Charter_School,Charter_School_Number,Charter_Funding_Type,IRC,Low_Grade,High_Grade,Enrollment_K12,Free_Meal_Count_K12,Percent_Eligible_Free_K12,FRPM_Count_K12,Percent_Eligible_FRPM_K12,Enrollment_Ages5_17,Free_Meal_Count_Ages_5_17,Percent_Eligible_Free_Ages_5_17,FRPM_Count_Ages_5_17,Percent_Eligible_FRPM_Ages_5_17,2015-16_CALPADS_Fall_1_Certification_Status
2014-2015,37,68056,0000001,San Diego,Del Mar Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,6,1,16.7%,1,16.7%,6,1,16.7%,1,16.7%,Y
2014-2015,37,68056,0110114,San Diego,Del Mar Union Elementary,Sycamore Ridge,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,500,26,5.2%,47,9.4%,499,26,5.2%,47,9.4%,Y
2014-2015,37,68056,0114686,San Diego,Del Mar Union Elementary,Ocean Air,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,786,6,0.8%,13,1.7%,786,6,0.8%,13,1.7%,Y
2014-2015,37,68056,6038111,San Diego,Del Mar Union Elementary,Del Mar Heights Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,443,18,4.1%,20,4.5%,440,18,4.1%,20,4.5%,Y
2014-2015,37,68056,6088983,San Diego,Del Mar Union Elementary,Del Mar Hills Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,335,26,7.8%,30,9.0%,323,26,8.0%,30,9.3%,Y
2014-2015,37,68056,6110696,San Diego,Del Mar Union Elementary,Carmel Del Mar Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,560,32,5.7%,43,7.7%,547,32,5.9%,43,7.9%,Y
2014-2015,37,68056,6115620,San Diego,Del Mar Union Elementary,Ashley Falls Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,418,10,2.4%,16,3.8%,409,10,2.4%,15,3.7%,Y
2014-2015,37,68056,6117923,San Diego,Del Mar Union Elementary,Sage Canyon,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,710,7,1.0%,14,2.0%,708,7,1.0%,14,2.0%,Y
2014-2015,37,68056,6120596,San Diego,Del Mar Union Elementary,Torrey Hills,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,641,17,2.7%,28,4.4%,624,17,2.7%,28,4.5%,Y
2014-2015,37,68080,0000001,San Diego,Encinitas Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,Y
2014-2015,37,68080,6038145,San Diego,Encinitas Union Elementary,Paul Ecke-Central Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,569,124,21.8%,144,25.3%,569,124,21.8%,144,25.3%,Y
2014-2015,37,68080,6038152,San Diego,Encinitas Union Elementary,Ocean Knoll Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,590,135,22.9%,162,27.5%,589,135,22.9%,162,27.5%,Y
2014-2015,37,68080,6066989,San Diego,Encinitas Union Elementary,Capri Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,705,114,16.2%,144,20.4%,705,114,16.2%,144,20.4%,Y
2014-2015,37,68080,6095046,San Diego,Encinitas Union Elementary,Park Dale Lane Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,536,71,13.2%,88,16.4%,535,71,13.3%,88,16.4%,Y
2014-2015,37,68080,6099402,San Diego,Encinitas Union Elementary,Flora Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,428,7,1.6%,14,3.3%,428,7,1.6%,14,3.3%,Y
2014-2015,37,68080,6106132,San Diego,Encinitas Union Elementary,La Costa Heights Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,703,28,4.0%,34,4.8%,703,28,4.0%,34,4.8%,Y
2014-2015,37,68080,6108534,San Diego,Encinitas Union Elementary,Mission Estancia Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,541,23,4.3%,35,6.5%,541,23,4.3%,35,6.5%,Y
2014-2015,37,68080,6112445,San Diego,Encinitas Union Elementary,Olivenhain Pioneer Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,667,13,1.9%,15,2.2%,644,13,2.0%,15,2.3%,Y
2014-2015,37,68080,6117709,San Diego,Encinitas Union Elementary,El Camino Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,705,12,1.7%,12,1.7%,693,12,1.7%,12,1.7%,Y
2014-2015,37,68098,0101535,San Diego,Escondido Union,Heritage K-8 Charter,Elementary School District,Elementary Schools (Public),Traditional,,Y,0556,Directly funded,Y,K,8,602,124,20.6%,213,35.4%,598,124,20.7%,212,35.5%,Y
2014-2015,37,68098,0102590,San Diego,Escondido Union,Bear Valley Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,"1,087",453,41.7%,515,47.4%,"1,087",453,41.7%,515,47.4%,Y
2014-2015,37,68098,0102608,San Diego,Escondido Union,Farr Avenue Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,691,585,84.7%,646,93.5%,677,573,84.6%,633,93.5%,Y
2014-2015,37,68098,0107862,San Diego,Escondido Union,Reidy Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,654,159,24.3%,202,30.9%,638,156,24.5%,199,31.2%,Y
2014-2015,37,68098,0107870,San Diego,Escondido Union,Bernardo Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,567,108,19.0%,140,24.7%,557,107,19.2%,139,25.0%,Y
2014-2015,37,68098,0111526,San Diego,Escondido Union,Nicolaysen Community Day,Elementary School District,District Community Day Schools,Community Day School,,N,,,N,K,8,13,12,92.3%,13,100.0%,13,12,92.3%,13,100.0%,Y
2014-2015,37,68098,0128769,San Diego,Escondido Union,Heritage Digital Academy Charter Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,Y,1603,Directly funded,Y,6,8,286,61,21.3%,107,37.4%,286,61,21.3%,107,37.4%,Y
2014-2015,37,68098,6038178,San Diego,Escondido Union,Central Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,732,637,87.0%,686,93.7%,716,628,87.7%,676,94.4%,Y
2014-2015,37,68098,6038186,San Diego,Escondido Union,Conway Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,693,486,70.1%,557,80.4%,680,480,70.6%,549,80.7%,Y
2014-2015,37,68098,6038194,San Diego,Escondido Union,Del Dios Academy of Arts and Sciences,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,859,646,75.2%,730,85.0%,859,646,75.2%,730,85.0%,Y
2014-2015,37,68098,6038202,San Diego,Escondido Union,Felicita Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,718,585,81.5%,654,91.1%,705,575,81.6%,642,91.1%,Y
2014-2015,37,68098,6038210,San Diego,Escondido Union,Mission Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,951,817,85.9%,871,91.6%,951,817,85.9%,871,91.6%,Y
2014-2015,37,68098,6038228,San Diego,Escondido Union,Juniper Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,726,551,75.9%,641,88.3%,710,542,76.3%,629,88.6%,Y
2014-2015,37,68098,6038236,San Diego,Escondido Union,Lincoln Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,685,599,87.4%,647,94.5%,670,585,87.3%,633,94.5%,Y
2014-2015,37,68098,6038244,San Diego,Escondido Union,Oak Hill Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,926,727,78.5%,833,90.0%,909,716,78.8%,818,90.0%,Y
2014-2015,37,68098,6038251,San Diego,Escondido Union,Rose Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,580,448,77.2%,515,88.8%,572,444,77.6%,510,89.2%,Y
2014-2015,37,68098,6038939,San Diego,Escondido Union,Glen View Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,746,520,69.7%,605,81.1%,726,510,70.2%,590,81.3%,Y
2014-2015,37,68098,6038947,San Diego,Escondido Union,Orange Glen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,774,476,61.5%,582,75.2%,758,466,61.5%,570,75.2%,Y
2014-2015,37,68098,6066997,San Diego,Escondido Union,Miller Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,481,170,35.3%,221,45.9%,473,168,35.5%,219,46.3%,Y
2014-2015,37,68098,6093215,San Diego,Escondido Union,Hidden Valley Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,"1,153",817,70.9%,938,81.4%,"1,153",817,70.9%,938,81.4%,Y
2014-2015,37,68098,6102750,San Diego,Escondido Union,North Broadway Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,626,260,41.5%,312,49.8%,610,252,41.3%,303,49.7%,Y
2014-2015,37,68098,6105944,San Diego,Escondido Union,Rincon Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,"1,304",682,52.3%,805,61.7%,"1,304",682,52.3%,805,61.7%,Y
2014-2015,37,68098,6107882,San Diego,Escondido Union,L. R. Green Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,682,154,22.6%,188,27.6%,672,153,22.8%,186,27.7%,Y
2014-2015,37,68098,6110381,San Diego,Escondido Union,Pioneer Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,800,681,85.1%,741,92.6%,781,666,85.3%,722,92.4%,Y
2014-2015,37,68098,6111769,San Diego,Escondido Union,Rock Springs Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,632,422,66.8%,529,83.7%,616,412,66.9%,517,83.9%,Y
2014-2015,37,68098,6116776,San Diego,Escondido Union,Classical Academy,Elementary School District,Elementary Schools (Public),Traditional,,Y,0199,Directly funded,Y,K,8,"1,236",117,9.5%,266,21.5%,"1,236",117,9.5%,266,21.5%,Y
2014-2015,37,68106,0000001,San Diego,Escondido Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,10,2,20.0%,2,20.0%,9,2,22.2%,2,22.2%,Y
2014-2015,37,68106,0111195,San Diego,Escondido Union High,Classical Academy High,High School District,High Schools (Public),Traditional,,Y,0759,Directly funded,Y,9,12,906,84,9.3%,169,18.7%,881,81,9.2%,162,18.4%,Y
2014-2015,37,68106,0123430,San Diego,Escondido Union High,Escondido Community Day,High School District,District Community Day Schools,Community Day School,,N,,,N,9,12,18,11,61.1%,14,77.8%,18,11,61.1%,14,77.8%,Y
2014-2015,37,68106,0127241,San Diego,Escondido Union High,Del Lago Academy - Campus of Applied Science,High School District,High Schools (Public),Traditional,,N,,,N,9,12,512,242,47.3%,311,60.7%,512,242,47.3%,311,60.7%,Y
2014-2015,37,68106,3730058,San Diego,Escondido Union High,San Pasqual High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"2,237",982,43.9%,"1,212",54.2%,"2,159",946,43.8%,"1,171",54.2%,Y
2014-2015,37,68106,3731023,San Diego,Escondido Union High,Escondido Charter High,High School District,High Schools (Public),Traditional,,Y,0109,Directly funded,Y,9,12,808,131,16.2%,251,31.1%,775,127,16.4%,239,30.8%,Y
2014-2015,37,68106,3732054,San Diego,Escondido Union High,Valley High (Continuation),High School District,Continuation High Schools,Continuation School,,N,,,N,9,12,335,253,75.5%,276,82.4%,250,192,76.8%,207,82.8%,Y
2014-2015,37,68106,3732062,San Diego,Escondido Union High,Escondido High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"2,493","1,506",60.4%,"1,784",71.6%,"2,366","1,434",60.6%,"1,702",71.9%,Y
2014-2015,37,68106,3735313,San Diego,Escondido Union High,Orange Glen High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"2,123","1,545",72.8%,"1,857",87.5%,"2,032","1,477",72.7%,"1,781",87.6%,Y
2014-2015,37,68114,0000001,San Diego,Fallbrook Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,4,0,0.0%,0,0.0%,4,0,0.0%,0,0.0%,Y
2014-2015,37,68114,0115519,San Diego,Fallbrook Union Elementary,Santa Margarita Academy,Elementary School District,District Community Day Schools,Community Day School,,N,,,N,4,8,4,3,75.0%,3,75.0%,4,3,75.0%,3,75.0%,Y
2014-2015,37,68114,6038269,San Diego,Fallbrook Union Elementary,La Paloma Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,669,334,49.9%,425,63.5%,657,329,50.1%,419,63.8%,Y
2014-2015,37,68114,6038277,San Diego,Fallbrook Union Elementary,James E. Potter Intermediate,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,776,431,55.5%,508,65.5%,776,431,55.5%,508,65.5%,Y
2014-2015,37,68114,6038285,San Diego,Fallbrook Union Elementary,Fallbrook Street Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,730,544,74.5%,616,84.4%,729,543,74.5%,615,84.4%,Y
2014-2015,37,68114,6038301,San Diego,Fallbrook Union Elementary,Mary Fay Pendleton Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,779,84,10.8%,235,30.2%,760,81,10.7%,229,30.1%,Y
2014-2015,37,68114,6096515,San Diego,Fallbrook Union Elementary,San Onofre Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,643,71,11.0%,241,37.5%,625,70,11.2%,236,37.8%,Y
2014-2015,37,68114,6096911,San Diego,Fallbrook Union Elementary,Iowa Street,Elementary School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,K,8,136,21,15.4%,25,18.4%,136,21,15.4%,25,18.4%,Y
2014-2015,37,68114,6109524,San Diego,Fallbrook Union Elementary,Live Oak Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,723,389,53.8%,464,64.2%,712,382,53.7%,457,64.2%,Y
2014-2015,37,68114,6116420,San Diego,Fallbrook Union Elementary,William H. Frazier Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,649,377,58.1%,440,67.8%,633,365,57.7%,428,67.6%,Y
2014-2015,37,68122,3730967,San Diego,Fallbrook Union High,Oasis High (Alternative),High School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,9,12,113,17,15.0%,20,17.7%,100,15,15.0%,18,18.0%,Y
2014-2015,37,68122,3732179,San Diego,Fallbrook Union High,Fallbrook High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"2,183","1,062",48.6%,"1,246",57.1%,"2,032",969,47.7%,"1,145",56.3%,Y
2014-2015,37,68122,3732195,San Diego,Fallbrook Union High,Ivy High (Continuation),High School District,Continuation High Schools,Continuation School,,N,,,N,9,12,143,92,64.3%,103,72.0%,113,72,63.7%,80,70.8%,Y
2014-2015,37,68130,0000001,San Diego,Grossmont Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,83,4,4.8%,19,22.9%,36,3,8.3%,7,19.4%,Y
2014-2015,37,68130,0128793,San Diego,Grossmont Union High,MERIT Academy,High School District,Special Education Schools (Public),Special Education School,,N,,,N,9,12,65,33,50.8%,43,66.2%,59,30,50.8%,38,64.4%,Y
2014-2015,37,68130,0128819,San Diego,Grossmont Union High,REACH Academy,High School District,Special Education Schools (Public),Special Education School,,N,,,N,9,12,32,18,56.3%,25,78.1%,29,17,58.6%,22,75.9%,Y
2014-2015,37,68130,3730066,San Diego,Grossmont Union High,Valhalla High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"2,129",562,26.4%,921,43.3%,"2,047",548,26.8%,886,43.3%,Y
2014-2015,37,68130,3730702,San Diego,Grossmont Union High,West Hills High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,958",283,14.5%,611,31.2%,"1,897",274,14.4%,586,30.9%,Y
2014-2015,37,68130,3731262,San Diego,Grossmont Union High,Steele Canyon High,High School District,High Schools (Public),Traditional,,Y,0893,Directly funded,Y,9,12,"2,195",378,17.2%,510,23.2%,"2,152",369,17.1%,500,23.2%,Y
2014-2015,37,68130,3731486,San Diego,Grossmont Union High,Elite Academy,High School District,Special Education Schools (Public),Special Education School,,N,,,N,9,12,46,21,45.7%,26,56.5%,24,12,50.0%,13,54.2%,Y
2014-2015,37,68130,3731536,San Diego,Grossmont Union High,Grossmont Middle College High,High School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,11,12,79,13,16.5%,20,25.3%,78,13,16.7%,20,25.6%,Y
2014-2015,37,68130,3731692,San Diego,Grossmont Union High,El Cajon Valley High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,720","1,215",70.6%,"1,500",87.2%,"1,620","1,160",71.6%,"1,418",87.5%,Y
2014-2015,37,68130,3731809,San Diego,Grossmont Union High,El Capitan High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,649",421,25.5%,766,46.5%,"1,579",395,25.0%,718,45.5%,Y
2014-2015,37,68130,3732336,San Diego,Grossmont Union High,Granite Hills High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"2,478",619,25.0%,"1,152",46.5%,"2,365",585,24.7%,"1,092",46.2%,Y
2014-2015,37,68130,3732559,San Diego,Grossmont Union High,Chaparral High,High School District,Continuation High Schools,Continuation School,,N,,,N,9,12,298,156,52.3%,226,75.8%,252,132,52.4%,190,75.4%,Y
2014-2015,37,68130,3732625,San Diego,Grossmont Union High,Grossmont High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"2,394",731,30.5%,"1,236",51.6%,"2,274",680,29.9%,"1,160",51.0%,Y
2014-2015,37,68130,3732732,San Diego,Grossmont Union High,Helix High,High School District,High Schools (Public),Traditional,,Y,0150,Directly funded,Y,9,12,"2,445","1,169",47.8%,"1,494",61.1%,"2,363","1,123",47.5%,"1,436",60.8%,Y
2014-2015,37,68130,3734548,San Diego,Grossmont Union High,Monte Vista High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,657",821,49.5%,"1,243",75.0%,"1,525",758,49.7%,"1,139",74.7%,Y
2014-2015,37,68130,3734761,San Diego,Grossmont Union High,Mount Miguel High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,483",805,54.3%,"1,161",78.3%,"1,408",776,55.1%,"1,104",78.4%,Y
2014-2015,37,68130,3737905,San Diego,Grossmont Union High,Santana High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,509",279,18.5%,536,35.5%,"1,421",262,18.4%,495,34.8%,Y
2014-2015,37,68155,6038319,San Diego,Jamul-Dulzura Union Elementary,Jamul Primary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,3,223,96,43.0%,120,53.8%,211,89,42.2%,111,52.6%,Y
2014-2015,37,68155,6097182,San Diego,Jamul-Dulzura Union Elementary,Oak Grove Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,216,52,24.1%,66,30.6%,216,52,24.1%,66,30.6%,Y
2014-2015,37,68155,6112205,San Diego,Jamul-Dulzura Union Elementary,Jamul Intermediate,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,4,5,133,51,38.3%,63,47.4%,133,51,38.3%,63,47.4%,Y
2014-2015,37,68155,6117303,San Diego,Jamul-Dulzura Union Elementary,Greater San Diego Academy,Elementary School District,K-12 Schools (Public),Traditional,,Y,0261,Directly funded,Y,K,12,373,92,24.7%,169,45.3%,370,92,24.9%,168,45.4%,Y
2014-2015,37,68163,0124271,San Diego,Julian Union Elementary,Diego Valley Charter,Elementary School District,K-12 Schools (Public),Traditional,,Y,1321,Directly funded,Y,K,12,773,555,71.8%,619,80.1%,327,236,72.2%,268,82.0%,Y
2014-2015,37,68163,0128421,San Diego,Julian Union Elementary,Harbor Springs Charter,Elementary School District,K-12 Schools (Public),Traditional,,Y,1589,Directly funded,Y,K,12,465,184,39.6%,226,48.6%,449,180,40.1%,220,49.0%,Y
2014-2015,37,68163,0130815,San Diego,Julian Union Elementary,Beacon Classical Academy Elementary Charter,Elementary School District,Elementary Schools (Public),Traditional,,Y,1678,Directly funded,Y,K,8,128,68,53.1%,90,70.3%,123,66,53.7%,86,69.9%,Y
2014-2015,37,68163,3731239,San Diego,Julian Union Elementary,Julian Charter,Elementary School District,K-12 Schools (Public),Traditional,,Y,0267,Directly funded,Y,K,12,"2,467",638,25.9%,892,36.2%,"2,424",620,25.6%,871,35.9%,Y
2014-2015,37,68163,6038327,San Diego,Julian Union Elementary,Julian Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,200,110,55.0%,120,60.0%,199,110,55.3%,119,59.8%,Y
2014-2015,37,68163,6105845,San Diego,Julian Union Elementary,Julian Junior High,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,109,49,45.0%,57,52.3%,109,49,45.0%,57,52.3%,Y
2014-2015,37,68171,0000001,San Diego,Julian Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,Y
2014-2015,37,68171,3730835,San Diego,Julian Union High,Redding (Ray) High (Continuation),High School District,Continuation High Schools,Continuation School,,N,,,N,9,12,3,3,100.0%,3,100.0%,3,3,100.0%,3,100.0%,Y
2014-2015,37,68171,3733219,San Diego,Julian Union High,Julian High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,153,56,36.6%,68,44.4%,148,54,36.5%,66,44.6%,Y
2014-2015,37,68189,0000001,San Diego,Lakeside Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,2,0,0.0%,0,0.0%,2,0,0.0%,0,0.0%,Y
2014-2015,37,68189,0118323,San Diego,Lakeside Union Elementary,National University Academy,Elementary School District,High Schools (Public),Traditional,,Y,0991,Directly funded,Y,K,12,762,267,35.0%,355,46.6%,716,237,33.1%,322,45.0%,Y
2014-2015,37,68189,0129288,San Diego,Lakeside Union Elementary,Eucalyptus Hills Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,P,K,109,34,31.2%,47,43.1%,38,15,39.5%,15,39.5%,Y
2014-2015,37,68189,3731072,San Diego,Lakeside Union Elementary,River Valley Charter,Elementary School District,High Schools (Public),Traditional,,Y,0120,Directly funded,N,7,12,274,9,3.3%,12,4.4%,268,9,3.4%,12,4.5%,Y
2014-2015,37,68189,6038343,San Diego,Lakeside Union Elementary,Lakeside Farms Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,666,187,28.1%,277,41.6%,666,187,28.1%,277,41.6%,Y
2014-2015,37,68189,6038350,San Diego,Lakeside Union Elementary,Lakeside Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,816,255,31.3%,347,42.5%,816,255,31.3%,347,42.5%,Y
2014-2015,37,68189,6038368,San Diego,Lakeside Union Elementary,Lakeview Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,706,203,28.8%,271,38.4%,706,203,28.8%,271,38.4%,Y
2014-2015,37,68189,6038376,San Diego,Lakeside Union Elementary,Lindo Park Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,566,385,68.0%,469,82.9%,565,384,68.0%,468,82.8%,Y
2014-2015,37,68189,6038384,San Diego,Lakeside Union Elementary,Riverview Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,1,5,577,96,16.6%,134,23.2%,577,96,16.6%,134,23.2%,Y
2014-2015,37,68189,6038392,San Diego,Lakeside Union Elementary,Winter Gardens Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,1,368,46,12.5%,67,18.2%,368,46,12.5%,67,18.2%,Y
2014-2015,37,68189,6085047,San Diego,Lakeside Union Elementary,Tierra del Sol Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,595,230,38.7%,285,47.9%,595,230,38.7%,285,47.9%,Y
2014-2015,37,68189,6110092,San Diego,Lakeside Union Elementary,Lemon Crest Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,589,295,50.1%,367,62.3%,587,295,50.3%,367,62.5%,Y
2014-2015,37,68189,6120901,San Diego,Lakeside Union Elementary,Barona Indian Charter,Elementary School District,K-12 Schools (Public),Traditional,,Y,0469,Directly funded,N,K,8,105,19,18.1%,38,36.2%,104,19,18.3%,38,36.5%,Y
2014-2015,37,68197,0000001,San Diego,La Mesa-Spring Valley,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,15,2,13.3%,3,20.0%,15,2,13.3%,3,20.0%,Y
2014-2015,37,68197,0115543,San Diego,La Mesa-Spring Valley,Quest Academy,Elementary School District,District Community Day Schools,Community Day School,,N,,,N,6,8,21,15,71.4%,18,85.7%,21,15,71.4%,18,85.7%,Y
2014-2015,37,68197,6038400,San Diego,La Mesa-Spring Valley,Avondale Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,540,373,69.1%,454,84.1%,520,360,69.2%,438,84.2%,Y
2014-2015,37,68197,6038418,San Diego,La Mesa-Spring Valley,Bancroft Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,652,509,78.1%,590,90.5%,652,509,78.1%,590,90.5%,Y
2014-2015,37,68197,6038434,San Diego,La Mesa-Spring Valley,Casa de Oro Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,397,254,64.0%,306,77.1%,380,248,65.3%,297,78.2%,Y
2014-2015,37,68197,6038442,San Diego,La Mesa-Spring Valley,Fletcher Hills Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,684,103,15.1%,150,21.9%,668,102,15.3%,148,22.2%,Y
2014-2015,37,68197,6038459,San Diego,La Mesa-Spring Valley,Highlands Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,512,294,57.4%,383,74.8%,497,291,58.6%,376,75.7%,Y
2014-2015,37,68197,6038467,San Diego,La Mesa-Spring Valley,Kempton Street Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,613,502,81.9%,590,96.2%,613,502,81.9%,590,96.2%,Y
2014-2015,37,68197,6038475,San Diego,La Mesa-Spring Valley,La Mesa Dale Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,468,254,54.3%,347,74.1%,448,246,54.9%,338,75.4%,Y
2014-2015,37,68197,6038491,San Diego,La Mesa-Spring Valley,La Mesa Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,950,331,34.8%,460,48.4%,950,331,34.8%,460,48.4%,Y
2014-2015,37,68197,6038509,San Diego,La Mesa-Spring Valley,La Presa Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,456,323,70.8%,394,86.4%,431,305,70.8%,375,87.0%,Y
2014-2015,37,68197,6038517,San Diego,La Mesa-Spring Valley,Lemon Avenue Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,656,161,24.5%,220,33.5%,639,158,24.7%,215,33.6%,Y
